Date,Area Name,Time of Day,Traffic Volume
2022-09-28,Electronic City,Morning Peak (8am-11am),9470
2022-09-28,Electronic City,Afternoon (12pm-4pm),6764
2022-09-28,Electronic City,Evening Peak (5pm-9pm),10823
2022-09-30,Electronic City,Morning Peak (8am-11am),4982
2022-09-30,Electronic City,Afternoon (12pm-4pm),3559
2022-09-30,Electronic City,Evening Peak (5pm-9pm),5694
2022-10-02,Electronic City,Morning Peak (8am-11am),4916
2022-10-02,Electronic City,Afternoon (12pm-4pm),3511
2022-10-02,Electronic City,Evening Peak (5pm-9pm),5618
2022-10-04,Electronic City,Morning Peak (8am-11am),6456
2022-10-04,Electronic City,Afternoon (12pm-4pm),4612
2022-10-04,Electronic City,Evening Peak (5pm-9pm),7379
2022-10-07,Electronic City,Morning Peak (8am-11am),6444
2022-10-07,Electronic City,Afternoon (12pm-4pm),4603
2022-10-07,Electronic City,Evening Peak (5pm-9pm),7364
2022-10-08,Electronic City,Morning Peak (8am-11am),3481
2022-10-08,Electronic City,Afternoon (12pm-4pm),2487
2022-10-08,Electronic City,Evening Peak (5pm-9pm),3979
2022-10-10,Electronic City,Morning Peak (8am-11am),5093
2022-10-10,Electronic City,Afternoon (12pm-4pm),3638
2022-10-10,Electronic City,Evening Peak (5pm-9pm),5821
2022-10-11,Electronic City,Morning Peak (8am-11am),4697
2022-10-11,Electronic City,Afternoon (12pm-4pm),3355
2022-10-11,Electronic City,Evening Peak (5pm-9pm),5368
2022-10-13,Electronic City,Morning Peak (8am-11am),10570
2022-10-13,Electronic City,Afternoon (12pm-4pm),7550
2022-10-13,Electronic City,Evening Peak (5pm-9pm),12080
2022-10-14,Electronic City,Morning Peak (8am-11am),5326
2022-10-14,Electronic City,Afternoon (12pm-4pm),3804
2022-10-14,Electronic City,Evening Peak (5pm-9pm),6087
2022-10-15,Electronic City,Morning Peak (8am-11am),6666
2022-10-15,Electronic City,Afternoon (12pm-4pm),4762
2022-10-15,Electronic City,Evening Peak (5pm-9pm),7619
2022-10-15,Electronic City,Morning Peak (8am-11am),2188
2022-10-15,Electronic City,Afternoon (12pm-4pm),1563
2022-10-15,Electronic City,Evening Peak (5pm-9pm),2501
2022-10-16,Electronic City,Morning Peak (8am-11am),11041
2022-10-16,Electronic City,Afternoon (12pm-4pm),7887
2022-10-16,Electronic City,Evening Peak (5pm-9pm),12619
2022-10-18,Electronic City,Morning Peak (8am-11am),6356
2022-10-18,Electronic City,Afternoon (12pm-4pm),4540
2022-10-18,Electronic City,Evening Peak (5pm-9pm),7264
2022-10-19,Electronic City,Morning Peak (8am-11am),3788
2022-10-19,Electronic City,Afternoon (12pm-4pm),2706
2022-10-19,Electronic City,Evening Peak (5pm-9pm),4330
2022-10-25,Electronic City,Morning Peak (8am-11am),9062
2022-10-25,Electronic City,Afternoon (12pm-4pm),6473
2022-10-25,Electronic City,Evening Peak (5pm-9pm),10357
2022-10-27,Electronic City,Morning Peak (8am-11am),5488
2022-10-27,Electronic City,Afternoon (12pm-4pm),3920
2022-10-27,Electronic City,Evening Peak (5pm-9pm),6272
2022-10-27,Electronic City,Morning Peak (8am-11am),6692
2022-10-27,Electronic City,Afternoon (12pm-4pm),4780
2022-10-27,Electronic City,Evening Peak (5pm-9pm),7648
2022-10-30,Electronic City,Morning Peak (8am-11am),6751
2022-10-30,Electronic City,Afternoon (12pm-4pm),4822
2022-10-30,Electronic City,Evening Peak (5pm-9pm),7715
2022-10-30,Electronic City,Morning Peak (8am-11am),7225
2022-10-30,Electronic City,Afternoon (12pm-4pm),5160
2022-10-30,Electronic City,Evening Peak (5pm-9pm),8257
2022-11-01,Electronic City,Morning Peak (8am-11am),7424
2022-11-01,Electronic City,Afternoon (12pm-4pm),5303
2022-11-01,Electronic City,Evening Peak (5pm-9pm),8484
2022-11-03,Electronic City,Morning Peak (8am-11am),4875
2022-11-03,Electronic City,Afternoon (12pm-4pm),3482
2022-11-03,Electronic City,Evening Peak (5pm-9pm),5572
2022-11-04,Electronic City,Morning Peak (8am-11am),8552
2022-11-04,Electronic City,Afternoon (12pm-4pm),6108
2022-11-04,Electronic City,Evening Peak (5pm-9pm),9774
2022-11-05,Electronic City,Morning Peak (8am-11am),2791
2022-11-05,Electronic City,Afternoon (12pm-4pm),1994
2022-11-05,Electronic City,Evening Peak (5pm-9pm),3190
2022-11-07,Electronic City,Morning Peak (8am-11am),8264
2022-11-07,Electronic City,Afternoon (12pm-4pm),5903
2022-11-07,Electronic City,Evening Peak (5pm-9pm),9444
2022-11-07,Electronic City,Morning Peak (8am-11am),8097
2022-11-07,Electronic City,Afternoon (12pm-4pm),5784
2022-11-07,Electronic City,Evening Peak (5pm-9pm),9254
2022-11-09,Electronic City,Morning Peak (8am-11am),6823
2022-11-09,Electronic City,Afternoon (12pm-4pm),4874
2022-11-09,Electronic City,Evening Peak (5pm-9pm),7798
2022-11-12,Electronic City,Morning Peak (8am-11am),6695
2022-11-12,Electronic City,Afternoon (12pm-4pm),4782
2022-11-12,Electronic City,Evening Peak (5pm-9pm),7651
2022-11-13,Electronic City,Morning Peak (8am-11am),2132
2022-11-13,Electronic City,Afternoon (12pm-4pm),1523
2022-11-13,Electronic City,Evening Peak (5pm-9pm),2436
2022-11-13,Electronic City,Morning Peak (8am-11am),2807
2022-11-13,Electronic City,Afternoon (12pm-4pm),2005
2022-11-13,Electronic City,Evening Peak (5pm-9pm),3208
2022-11-14,Electronic City,Morning Peak (8am-11am),3767
2022-11-14,Electronic City,Afternoon (12pm-4pm),2691
2022-11-14,Electronic City,Evening Peak (5pm-9pm),4305
2022-11-14,Electronic City,Morning Peak (8am-11am),7894
2022-11-14,Electronic City,Afternoon (12pm-4pm),5639
2022-11-14,Electronic City,Evening Peak (5pm-9pm),9022
2022-11-15,Electronic City,Morning Peak (8am-11am),7418
2022-11-15,Electronic City,Afternoon (12pm-4pm),5299
2022-11-15,Electronic City,Evening Peak (5pm-9pm),8478
2022-11-16,Electronic City,Morning Peak (8am-11am),5149
2022-11-16,Electronic City,Afternoon (12pm-4pm),3678
2022-11-16,Electronic City,Evening Peak (5pm-9pm),5885
2022-11-17,Electronic City,Morning Peak (8am-11am),4766
2022-11-17,Electronic City,Afternoon (12pm-4pm),3404
2022-11-17,Electronic City,Evening Peak (5pm-9pm),5447
2022-11-17,Electronic City,Morning Peak (8am-11am),6060
2022-11-17,Electronic City,Afternoon (12pm-4pm),4328
2022-11-17,Electronic City,Evening Peak (5pm-9pm),6926
2022-11-18,Electronic City,Morning Peak (8am-11am),1933
2022-11-18,Electronic City,Afternoon (12pm-4pm),1380
2022-11-18,Electronic City,Evening Peak (5pm-9pm),2209
2022-11-22,Electronic City,Morning Peak (8am-11am),7848
2022-11-22,Electronic City,Afternoon (12pm-4pm),5606
2022-11-22,Electronic City,Evening Peak (5pm-9pm),8970
2022-11-23,Electronic City,Morning Peak (8am-11am),5467
2022-11-23,Electronic City,Afternoon (12pm-4pm),3905
2022-11-23,Electronic City,Evening Peak (5pm-9pm),6248
2022-11-25,Electronic City,Morning Peak (8am-11am),5442
2022-11-25,Electronic City,Afternoon (12pm-4pm),3887
2022-11-25,Electronic City,Evening Peak (5pm-9pm),6219
2022-11-25,Electronic City,Morning Peak (8am-11am),8475
2022-11-25,Electronic City,Afternoon (12pm-4pm),6054
2022-11-25,Electronic City,Evening Peak (5pm-9pm),9686
2022-11-26,Electronic City,Morning Peak (8am-11am),11230
2022-11-26,Electronic City,Afternoon (12pm-4pm),8021
2022-11-26,Electronic City,Evening Peak (5pm-9pm),12834
2022-12-06,Electronic City,Morning Peak (8am-11am),10243
2022-12-06,Electronic City,Afternoon (12pm-4pm),7317
2022-12-06,Electronic City,Evening Peak (5pm-9pm),11707
2022-12-07,Electronic City,Morning Peak (8am-11am),6864
2022-12-07,Electronic City,Afternoon (12pm-4pm),4903
2022-12-07,Electronic City,Evening Peak (5pm-9pm),7845
2022-12-09,Electronic City,Morning Peak (8am-11am),5223
2022-12-09,Electronic City,Afternoon (12pm-4pm),3730
2022-12-09,Electronic City,Evening Peak (5pm-9pm),5969
2022-12-10,Electronic City,Morning Peak (8am-11am),4093
2022-12-10,Electronic City,Afternoon (12pm-4pm),2924
2022-12-10,Electronic City,Evening Peak (5pm-9pm),4678
2022-12-13,Electronic City,Morning Peak (8am-11am),3698
2022-12-13,Electronic City,Afternoon (12pm-4pm),2641
2022-12-13,Electronic City,Evening Peak (5pm-9pm),4226
2022-12-15,Electronic City,Morning Peak (8am-11am),8044
2022-12-15,Electronic City,Afternoon (12pm-4pm),5745
2022-12-15,Electronic City,Evening Peak (5pm-9pm),9193
2022-12-18,Electronic City,Morning Peak (8am-11am),6431
2022-12-18,Electronic City,Afternoon (12pm-4pm),4594
2022-12-18,Electronic City,Evening Peak (5pm-9pm),7350
2022-12-24,Electronic City,Morning Peak (8am-11am),6435
2022-12-24,Electronic City,Afternoon (12pm-4pm),4597
2022-12-24,Electronic City,Evening Peak (5pm-9pm),7355
2022-12-26,Electronic City,Morning Peak (8am-11am),6785
2022-12-26,Electronic City,Afternoon (12pm-4pm),4847
2022-12-26,Electronic City,Evening Peak (5pm-9pm),7755
2022-12-27,Electronic City,Morning Peak (8am-11am),4553
2022-12-27,Electronic City,Afternoon (12pm-4pm),3252
2022-12-27,Electronic City,Evening Peak (5pm-9pm),5203
2022-12-28,Electronic City,Morning Peak (8am-11am),8926
2022-12-28,Electronic City,Afternoon (12pm-4pm),6376
2022-12-28,Electronic City,Evening Peak (5pm-9pm),10202
2022-12-30,Electronic City,Morning Peak (8am-11am),3476
2022-12-30,Electronic City,Afternoon (12pm-4pm),2483
2022-12-30,Electronic City,Evening Peak (5pm-9pm),3973
2022-12-30,Electronic City,Morning Peak (8am-11am),8772
2022-12-30,Electronic City,Afternoon (12pm-4pm),6266
2022-12-30,Electronic City,Evening Peak (5pm-9pm),10026
2023-01-01,Electronic City,Morning Peak (8am-11am),10191
2023-01-01,Electronic City,Afternoon (12pm-4pm),7279
2023-01-01,Electronic City,Evening Peak (5pm-9pm),11647
2023-01-03,Electronic City,Morning Peak (8am-11am),4563
2023-01-03,Electronic City,Afternoon (12pm-4pm),3259
2023-01-03,Electronic City,Evening Peak (5pm-9pm),5215
2023-01-04,Electronic City,Morning Peak (8am-11am),4143
2023-01-04,Electronic City,Afternoon (12pm-4pm),2959
2023-01-04,Electronic City,Evening Peak (5pm-9pm),4735
2023-01-06,Electronic City,Morning Peak (8am-11am),4833
2023-01-06,Electronic City,Afternoon (12pm-4pm),3452
2023-01-06,Electronic City,Evening Peak (5pm-9pm),5524
2023-01-08,Electronic City,Morning Peak (8am-11am),4544
2023-01-08,Electronic City,Afternoon (12pm-4pm),3245
2023-01-08,Electronic City,Evening Peak (5pm-9pm),5193
2023-01-11,Electronic City,Morning Peak (8am-11am),2213
2023-01-11,Electronic City,Afternoon (12pm-4pm),1580
2023-01-11,Electronic City,Evening Peak (5pm-9pm),2529
2023-01-17,Electronic City,Morning Peak (8am-11am),6084
2023-01-17,Electronic City,Afternoon (12pm-4pm),4346
2023-01-17,Electronic City,Evening Peak (5pm-9pm),6954
2023-01-18,Electronic City,Morning Peak (8am-11am),6725
2023-01-18,Electronic City,Afternoon (12pm-4pm),4804
2023-01-18,Electronic City,Evening Peak (5pm-9pm),7686
2023-01-19,Electronic City,Morning Peak (8am-11am),2148
2023-01-19,Electronic City,Afternoon (12pm-4pm),1534
2023-01-19,Electronic City,Evening Peak (5pm-9pm),2455
2023-01-23,Electronic City,Morning Peak (8am-11am),4326
2023-01-23,Electronic City,Afternoon (12pm-4pm),3090
2023-01-23,Electronic City,Evening Peak (5pm-9pm),4944
2023-01-24,Electronic City,Morning Peak (8am-11am),5155
2023-01-24,Electronic City,Afternoon (12pm-4pm),3682
2023-01-24,Electronic City,Evening Peak (5pm-9pm),5891
2023-01-24,Electronic City,Morning Peak (8am-11am),4362
2023-01-24,Electronic City,Afternoon (12pm-4pm),3116
2023-01-24,Electronic City,Evening Peak (5pm-9pm),4986
2023-01-25,Electronic City,Morning Peak (8am-11am),4407
2023-01-25,Electronic City,Afternoon (12pm-4pm),3148
2023-01-25,Electronic City,Evening Peak (5pm-9pm),5037
2023-01-25,Electronic City,Morning Peak (8am-11am),1481
2023-01-25,Electronic City,Afternoon (12pm-4pm),1058
2023-01-25,Electronic City,Evening Peak (5pm-9pm),1693
2023-01-29,Electronic City,Morning Peak (8am-11am),6322
2023-01-29,Electronic City,Afternoon (12pm-4pm),4516
2023-01-29,Electronic City,Evening Peak (5pm-9pm),7226
2023-01-30,Electronic City,Morning Peak (8am-11am),9143
2023-01-30,Electronic City,Afternoon (12pm-4pm),6530
2023-01-30,Electronic City,Evening Peak (5pm-9pm),10449
2023-01-31,Electronic City,Morning Peak (8am-11am),9788
2023-01-31,Electronic City,Afternoon (12pm-4pm),6991
2023-01-31,Electronic City,Evening Peak (5pm-9pm),11186
2023-02-05,Electronic City,Morning Peak (8am-11am),9146
2023-02-05,Electronic City,Afternoon (12pm-4pm),6533
2023-02-05,Electronic City,Evening Peak (5pm-9pm),10453
2023-02-05,Electronic City,Morning Peak (8am-11am),6762
2023-02-05,Electronic City,Afternoon (12pm-4pm),4830
2023-02-05,Electronic City,Evening Peak (5pm-9pm),7728
2023-02-06,Electronic City,Morning Peak (8am-11am),4534
2023-02-06,Electronic City,Afternoon (12pm-4pm),3239
2023-02-06,Electronic City,Evening Peak (5pm-9pm),5182
2023-02-06,Electronic City,Morning Peak (8am-11am),1656
2023-02-06,Electronic City,Afternoon (12pm-4pm),1183
2023-02-06,Electronic City,Evening Peak (5pm-9pm),1893
2023-02-08,Electronic City,Morning Peak (8am-11am),8805
2023-02-08,Electronic City,Afternoon (12pm-4pm),6289
2023-02-08,Electronic City,Evening Peak (5pm-9pm),10063
2023-02-09,Electronic City,Morning Peak (8am-11am),5468
2023-02-09,Electronic City,Afternoon (12pm-4pm),3906
2023-02-09,Electronic City,Evening Peak (5pm-9pm),6250
2023-02-10,Electronic City,Morning Peak (8am-11am),4012
2023-02-10,Electronic City,Afternoon (12pm-4pm),2866
2023-02-10,Electronic City,Evening Peak (5pm-9pm),4585
2023-02-14,Electronic City,Morning Peak (8am-11am),2226
2023-02-14,Electronic City,Afternoon (12pm-4pm),1590
2023-02-14,Electronic City,Evening Peak (5pm-9pm),2544
2023-02-15,Electronic City,Morning Peak (8am-11am),7292
2023-02-15,Electronic City,Afternoon (12pm-4pm),5209
2023-02-15,Electronic City,Evening Peak (5pm-9pm),8334
2023-02-20,Electronic City,Morning Peak (8am-11am),8636
2023-02-20,Electronic City,Afternoon (12pm-4pm),6169
2023-02-20,Electronic City,Evening Peak (5pm-9pm),9870
2023-02-20,Electronic City,Morning Peak (8am-11am),4144
2023-02-20,Electronic City,Afternoon (12pm-4pm),2960
2023-02-20,Electronic City,Evening Peak (5pm-9pm),4736
2023-02-21,Electronic City,Morning Peak (8am-11am),5360
2023-02-21,Electronic City,Afternoon (12pm-4pm),3829
2023-02-21,Electronic City,Evening Peak (5pm-9pm),6126
2023-02-21,Electronic City,Morning Peak (8am-11am),9149
2023-02-21,Electronic City,Afternoon (12pm-4pm),6535
2023-02-21,Electronic City,Evening Peak (5pm-9pm),10456
2023-02-22,Electronic City,Morning Peak (8am-11am),7218
2023-02-22,Electronic City,Afternoon (12pm-4pm),5156
2023-02-22,Electronic City,Evening Peak (5pm-9pm),8250
2023-02-23,Electronic City,Morning Peak (8am-11am),1524
2023-02-23,Electronic City,Afternoon (12pm-4pm),1088
2023-02-23,Electronic City,Evening Peak (5pm-9pm),1742
2023-02-24,Electronic City,Morning Peak (8am-11am),2050
2023-02-24,Electronic City,Afternoon (12pm-4pm),1464
2023-02-24,Electronic City,Evening Peak (5pm-9pm),2343
2023-02-28,Electronic City,Morning Peak (8am-11am),3037
2023-02-28,Electronic City,Afternoon (12pm-4pm),2169
2023-02-28,Electronic City,Evening Peak (5pm-9pm),3471
2023-03-01,Electronic City,Morning Peak (8am-11am),2551
2023-03-01,Electronic City,Afternoon (12pm-4pm),1822
2023-03-01,Electronic City,Evening Peak (5pm-9pm),2916
2023-03-04,Electronic City,Morning Peak (8am-11am),3915
2023-03-04,Electronic City,Afternoon (12pm-4pm),2796
2023-03-04,Electronic City,Evening Peak (5pm-9pm),4474
2023-03-05,Electronic City,Morning Peak (8am-11am),4144
2023-03-05,Electronic City,Afternoon (12pm-4pm),2960
2023-03-05,Electronic City,Evening Peak (5pm-9pm),4736
2023-03-08,Electronic City,Morning Peak (8am-11am),6647
2023-03-08,Electronic City,Afternoon (12pm-4pm),4748
2023-03-08,Electronic City,Evening Peak (5pm-9pm),7597
2023-03-12,Electronic City,Morning Peak (8am-11am),2901
2023-03-12,Electronic City,Afternoon (12pm-4pm),2072
2023-03-12,Electronic City,Evening Peak (5pm-9pm),3316
2023-03-14,Electronic City,Morning Peak (8am-11am),1766
2023-03-14,Electronic City,Afternoon (12pm-4pm),1262
2023-03-14,Electronic City,Evening Peak (5pm-9pm),2019
2023-03-16,Electronic City,Morning Peak (8am-11am),5149
2023-03-16,Electronic City,Afternoon (12pm-4pm),3678
2023-03-16,Electronic City,Evening Peak (5pm-9pm),5885
2023-03-19,Electronic City,Morning Peak (8am-11am),7830
2023-03-19,Electronic City,Afternoon (12pm-4pm),5593
2023-03-19,Electronic City,Evening Peak (5pm-9pm),8949
2023-03-24,Electronic City,Morning Peak (8am-11am),4550
2023-03-24,Electronic City,Afternoon (12pm-4pm),3250
2023-03-24,Electronic City,Evening Peak (5pm-9pm),5200
2023-03-25,Electronic City,Morning Peak (8am-11am),7979
2023-03-25,Electronic City,Afternoon (12pm-4pm),5699
2023-03-25,Electronic City,Evening Peak (5pm-9pm),9119
2023-03-30,Electronic City,Morning Peak (8am-11am),5219
2023-03-30,Electronic City,Afternoon (12pm-4pm),3728
2023-03-30,Electronic City,Evening Peak (5pm-9pm),5965
2023-03-31,Electronic City,Morning Peak (8am-11am),2360
2023-03-31,Electronic City,Afternoon (12pm-4pm),1685
2023-03-31,Electronic City,Evening Peak (5pm-9pm),2697
2023-03-31,Electronic City,Morning Peak (8am-11am),7037
2023-03-31,Electronic City,Afternoon (12pm-4pm),5027
2023-03-31,Electronic City,Evening Peak (5pm-9pm),8043
2023-04-02,Electronic City,Morning Peak (8am-11am),3654
2023-04-02,Electronic City,Afternoon (12pm-4pm),2610
2023-04-02,Electronic City,Evening Peak (5pm-9pm),4176
2023-04-04,Electronic City,Morning Peak (8am-11am),7109
2023-04-04,Electronic City,Afternoon (12pm-4pm),5078
2023-04-04,Electronic City,Evening Peak (5pm-9pm),8125
2023-04-07,Electronic City,Morning Peak (8am-11am),5194
2023-04-07,Electronic City,Afternoon (12pm-4pm),3710
2023-04-07,Electronic City,Evening Peak (5pm-9pm),5936
2023-04-09,Electronic City,Morning Peak (8am-11am),6298
2023-04-09,Electronic City,Afternoon (12pm-4pm),4498
2023-04-09,Electronic City,Evening Peak (5pm-9pm),7198
2023-04-11,Electronic City,Morning Peak (8am-11am),5769
2023-04-11,Electronic City,Afternoon (12pm-4pm),4120
2023-04-11,Electronic City,Evening Peak (5pm-9pm),6593
2023-04-12,Electronic City,Morning Peak (8am-11am),7884
2023-04-12,Electronic City,Afternoon (12pm-4pm),5631
2023-04-12,Electronic City,Evening Peak (5pm-9pm),9010
2023-04-13,Electronic City,Morning Peak (8am-11am),4760
2023-04-13,Electronic City,Afternoon (12pm-4pm),3400
2023-04-13,Electronic City,Evening Peak (5pm-9pm),5440
2023-04-15,Electronic City,Morning Peak (8am-11am),7084
2023-04-15,Electronic City,Afternoon (12pm-4pm),5060
2023-04-15,Electronic City,Evening Peak (5pm-9pm),8096
2023-04-16,Electronic City,Morning Peak (8am-11am),4597
2023-04-16,Electronic City,Afternoon (12pm-4pm),3283
2023-04-16,Electronic City,Evening Peak (5pm-9pm),5254
2023-04-17,Electronic City,Morning Peak (8am-11am),4733
2023-04-17,Electronic City,Afternoon (12pm-4pm),3381
2023-04-17,Electronic City,Evening Peak (5pm-9pm),5409
2023-04-17,Electronic City,Morning Peak (8am-11am),5287
2023-04-17,Electronic City,Afternoon (12pm-4pm),3777
2023-04-17,Electronic City,Evening Peak (5pm-9pm),6043
2023-04-18,Electronic City,Morning Peak (8am-11am),5229
2023-04-18,Electronic City,Afternoon (12pm-4pm),3735
2023-04-18,Electronic City,Evening Peak (5pm-9pm),5976
2023-04-20,Electronic City,Morning Peak (8am-11am),7389
